time,.accel_opening,.max_velocity,.steer_angle,.vehicle_velocity,.direction_switch,.light_signal,.left_winker,.right_winker,.hone_signal
2019/04/05/16:41:02.776686,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.786712,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:02.798562,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.806722,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.816643,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.828680,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.837267,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.846686,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:02.856746,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:02.866807,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:02.876651,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.886695,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.896628,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.906887,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.916750,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:02.926915,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.936738,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.946761,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:02.956668,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:02.966703,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:02.976696,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.986697,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:02.996657,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:03.006553,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.016670,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:03.026659,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:03.036541,0,2.07999992371,-0.4,0.0,1,0,0,0,0
