38.236727	0	2.079999924	0	0	1	0	0	0	0
38.246746	0	2.079999924	-0.2	0	1	0	0	0	0
38.256765	0	2.079999924	-0.2	0	1	0	0	0	0
38.266728	0	2.079999924	-0.4	0	1	0	0	0	0
38.276716	0	2.079999924	0	0	1	0	0	0	0
38.286882	0	2.079999924	-0.2	0	1	0	0	0	0
38.296646	0	2.079999924	-0.5	0	1	0	0	0	0
38.306741	0	2.079999924	0	0	1	0	0	0	0
38.316726	0	2.079999924	0	0	1	0	0	0	0
38.326783	0	2.079999924	-0.5	0	1	0	0	0	0
38.336715	0	2.079999924	0	0	1	0	0	0	0
38.346779	0	2.079999924	0	0	1	0	0	0	0
38.356754	0	2.079999924	-0.4	0	1	0	0	0	0
38.366732	0	2.079999924	0	0	1	0	0	0	0
38.376569	0	2.079999924	-0.4	0	1	0	0	0	0
38.386798	0	2.079999924	0	0	1	0	0	0	0
38.396744	0	2.079999924	-0.2	0	1	0	0	0	0
38.406723	0	2.079999924	-0.4	0	1	0	0	0	0
38.416661	0	2.079999924	-0.2	0	1	0	0	0	0
38.426767	0	2.079999924	-0.2	0	1	0	0	0	0
38.436728	0	2.079999924	-0.5	0	1	0	0	0	0
38.446706	0	2.079999924	-0.2	0	1	0	0	0	0
38.456748	0	2.079999924	-0.4	0	1	0	0	0	0
38.466765	0	2.079999924	-0.2	0	1	0	0	0	0
38.476802	0	2.079999924	0	0	1	0	0	0	0
38.486621	0	2.079999924	-0.4	0	1	0	0	0	0
38.496805	0	2.079999924	-0.4	0	1	0	0	0	0
38.506667	0	2.079999924	-0.2	0	1	0	0	0	0
38.516725	0	2.079999924	-0.4	0	1	0	0	0	0
38.526788	0	2.079999924	0	0	1	0	0	0	0
38.536734	0	2.079999924	-0.5	0	1	0	0	0	0
38.546606	0	2.079999924	-0.2	0	1	0	0	0	0
38.556499	0	2.079999924	0	0	1	0	0	0	0
38.566523	0	2.079999924	-0.4	0	1	0	0	0	0
38.576625	0	2.079999924	0	0	1	0	0	0	0
38.586690	0	2.079999924	0	0	1	0	0	0	0
38.596718	0	2.079999924	-0.4	0	1	0	0	0	0
38.606720	0	2.079999924	-0.2	0	1	0	0	0	0
38.616638	0	2.079999924	-0.2	0	1	0	0	0	0
38.626674	0	2.079999924	0	0	1	0	0	0	0
38.636683	0	2.079999924	-0.2	0	1	0	0	0	0
38.646565	0	2.079999924	-0.2	0	1	0	0	0	0
38.656690	0	2.079999924	-0.2	0	1	0	0	0	0
38.666645	0	2.079999924	0	0	1	0	0	0	0
38.676640	0	2.079999924	-0.4	0	1	0	0	0	0
38.686726	0	2.079999924	0	0	1	0	0	0	0
38.696691	0	2.079999924	-0.2	0	1	0	0	0	0
38.706686	0	2.079999924	-0.4	0	1	0	0	0	0
38.716776	0	2.079999924	-0.2	0	1	0	0	0	0
38.726696	0	2.079999924	-2.2	0	1	0	0	0	0
38.736593	0	2.079999924	0	0	1	0	0	0	0
38.746615	0	2.079999924	-0.2	0	1	0	0	0	0
38.756597	0	2.079999924	-0.4	0	1	0	0	0	0
38.766784	0	2.079999924	0	0	1	0	0	0	0
38.776657	0	2.079999924	0	0	1	0	0	0	0
38.786744	0	2.079999924	-0.2	0	1	0	0	0	0
38.796705	0	2.079999924	0.1	0	1	0	0	0	0
38.806641	0	2.079999924	0	0	1	0	0	0	0
38.816736	0	2.079999924	0	0	1	0	0	0	0
38.826634	0	2.079999924	0	0	1	0	0	0	0
38.836631	0	2.079999924	-0.2	0	1	0	0	0	0
38.846664	0	2.079999924	0	0	1	0	0	0	0
38.856670	0	2.079999924	0.1	0	1	0	0	0	0
38.866557	0	2.079999924	-0.2	0	1	0	0	0	0
38.876574	0	2.079999924	0.1	0	1	0	0	0	0
38.886535	0	2.079999924	-0.2	0	1	0	0	0	0
38.896636	0	2.079999924	-0.2	0	1	0	0	0	0
38.906634	0	2.079999924	0.1	0	1	0	0	0	0
38.916527	0	2.079999924	0.4	0	1	0	0	0	0
38.926745	0	2.079999924	0.4	0	1	0	0	0	0
38.936737	0	2.079999924	0	0	1	0	0	0	0
38.946683	0	2.079999924	-0.2	0	1	0	0	0	0
38.956776	0	2.079999924	0.1	0	1	0	0	0	0
38.966722	0	2.079999924	0	0	1	0	0	0	0
38.976593	0	2.079999924	0	0	1	0	0	0	0
38.986753	0	2.079999924	0	0	1	0	0	0	0
38.996479	0	2.079999924	-0.2	0	1	0	0	0	0
39.006503	0	2.079999924	0	0	1	0	0	0	0
39.016579	0	2.079999924	-0.2	0	1	0	0	0	0
39.026856	0	2.079999924	-0.2	0	1	0	0	0	0
39.036788	0	2.079999924	0.1	0	1	0	0	0	0
39.046741	0	2.079999924	0	0	1	0	0	0	0
39.056895	0	2.079999924	0	0	1	0	0	0	0
39.066668	0	2.079999924	0.4	0	1	0	0	0	0
39.076566	0	2.079999924	-0.2	0	1	0	0	0	0
39.086679	0	2.079999924	0.1	0	1	0	0	0	0
39.096537	0	2.079999924	0	0	1	0	0	0	0
39.106593	0	2.079999924	0	0	1	0	0	0	0
39.116580	0	2.079999924	0.5	0	1	0	0	0	0
39.126598	0	2.079999924	0.4	0	1	0	0	0	0
39.136697	0	2.079999924	0	0	1	0	0	0	0
39.146619	0	2.079999924	0.1	0	1	0	0	0	0
39.156645	0	2.079999924	0.4	0	1	0	0	0	0
39.166595	0	2.079999924	0	0	1	0	0	0	0
39.176673	0	2.079999924	0	0	1	0	0	0	0
39.186606	0	2.079999924	0	0	1	0	0	0	0
39.196608	0	2.079999924	0.4	0	1	0	0	0	0
39.206673	0	2.079999924	0.1	0	1	0	0	0	0
39.216687	0	2.079999924	0	0	1	0	0	0	0
39.226456	0	2.079999924	0.4	0	1	0	0	0	0
39.236738	0	2.079999924	0.1	0	1	0	0	0	0
39.246684	0	2.079999924	0	0	1	0	0	0	0
39.256627	0	2.079999924	0	0	1	0	0	0	0
39.266686	0	2.079999924	0	0	1	0	0	0	0
39.276564	0	2.079999924	0.4	0	1	0	0	0	0
39.286600	0	2.079999924	0	0	1	0	0	0	0
39.296787	0	2.079999924	0	0	1	0	0	0	0
39.306794	0	2.079999924	0.1	0	1	0	0	0	0
39.316659	0	2.079999924	0.1	0	1	0	0	0	0
39.326738	0	2.079999924	-0.2	0	1	0	0	0	0
39.336764	0	2.079999924	0.4	0	1	0	0	0	0
39.346651	0	2.079999924	0.4	0	1	0	0	0	0
39.356692	0	2.079999924	0	0	1	0	0	0	0
39.366726	0	2.079999924	0.4	0	1	0	0	0	0
39.376789	0	2.079999924	0	0	1	0	0	0	0
39.386587	0	2.079999924	0.1	0	1	0	0	0	0
39.396681	0	2.079999924	0.1	0	1	0	0	0	0
39.406718	0	2.079999924	0	0	1	0	0	0	0
39.416721	0	2.079999924	0	0	1	0	0	0	0
39.426712	0	2.079999924	0	0	1	0	0	0	0
39.436654	0	2.079999924	0	0	1	0	0	0	0
39.446664	0	2.079999924	0.4	0	1	0	0	0	0
39.456593	0	2.079999924	-0.2	0	1	0	0	0	0
39.466566	0	2.079999924	0.4	0	1	0	0	0	0
39.476574	0	2.079999924	0.4	0	1	0	0	0	0
39.486807	0	2.079999924	0	0	1	0	0	0	0
39.496632	0	2.079999924	0.4	0	1	0	0	0	0
39.506738	0	2.079999924	0.4	0	1	0	0	0	0
39.516584	0	2.079999924	0	0	1	0	0	0	0
39.526636	0	2.079999924	0.1	0	1	0	0	0	0
39.536715	0	2.079999924	0.1	0	1	0	0	0	0
39.546630	0	2.079999924	0.1	0	1	0	0	0	0
39.556637	0	2.079999924	0.4	0	1	0	0	0	0
39.566547	0	2.079999924	0	0	1	0	0	0	0
39.576660	0	2.079999924	0.4	0	1	0	0	0	0
39.586756	0	2.079999924	0.4	0	1	0	0	0	0
39.596649	0	2.079999924	-0.2	0	1	0	0	0	0
39.606690	0	2.079999924	-0.2	0	1	0	0	0	0
39.616805	0	2.079999924	0.1	0	1	0	0	0	0
39.626699	0	2.079999924	0	0	1	0	0	0	0
39.636664	0	2.079999924	0.4	0	1	0	0	0	0
39.646533	0	2.079999924	0	0	1	0	0	0	0
39.656700	0	2.079999924	0	0	1	0	0	0	0
39.666687	0	2.079999924	0.4	0	1	0	0	0	0
39.676686	0	2.079999924	0	0	1	0	0	0	0
39.686670	0	2.079999924	0.1	0	1	0	0	0	0
39.696754	0	2.079999924	0.4	0	1	0	0	0	0
39.706513	0	2.079999924	0	0	1	0	0	0	0
39.716531	0	2.079999924	0.4	0	1	0	0	0	0
39.726596	0	2.079999924	-0.2	0	1	0	0	0	0
39.736529	0	2.079999924	0.4	0	1	0	0	0	0
39.746663	0	2.079999924	0.4	0	1	0	0	0	0
39.756551	0	2.079999924	0	0	1	0	0	0	0
39.766622	0	2.079999924	0.4	0	1	0	0	0	0
