time,.accel_opening,.max_velocity,.steer_angle,.vehicle_velocity,.direction_switch,.light_signal,.left_winker,.right_winker,.hone_signal
2019/04/05/16:38:50.556698,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:38:50.566733,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:38:50.576723,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:38:50.586727,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:38:50.596712,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:38:50.606686,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:38:50.616714,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:38:50.626670,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:38:50.636687,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:38:50.646706,0,2.07999992371,-0.4,0.0,1,0,0,0,0
